symbol,date,signal,close,b_score,s_score,regime,ma60_slope20_pct,ret_5d_pct,ret_10d_pct,ret_20d_pct,ret_60d_pct,mfe_20d_pct,mae_20d_pct,mfe_day,mae_day,interference,subtype
MRNA,2024-08-19,B买,89.95999908447266,1.0,1.0,bear,-6.98058377064279,-8.493942607698735,-18.265347167809498,-19.3298973699363,-51.288657259872615,0.6275271194461141,-28.16001552552757,1.0,17.0,True,bear/crash-recovery
GOOGL,2024-09-13,B买,157.4600067138672,1.0,0.0,bull,-2.9735313812801145,3.9921167610200703,4.220964651134285,3.769631953850583,11.480514804449648,7.532900824756439,-0.45133269728370173,12.0,1.0,False,stage
YINN,2024-10-08,S卖,40.7599983215332,1.0,7.0,bull,14.33214450430167,-12.791330692474002,-6.016263221957274,-1.5447145562432096,-25.28455676217607,12.357716449945698,-16.639569222486163,3.0,7.0,False,major-top
NFLX,2024-10-18,B买,76.38899993896484,6.0,1.0,bull,2.6719590252989978,-1.44692087820536,-1.2614864108875912,7.600302441902529,10.004444568873328,9.825535976050137,-2.8076603604135886,19.0,3.0,False,base-bull
TSLA,2024-10-24,B买,260.4800109863281,4.0,1.0,bull,-1.0059490908797875,-2.4061573482024534,15.975935446402257,32.66669336850347,61.07964108916792,40.088278179735795,-6.69114652919035,12.0,7.0,False,base-bull
TEM,2024-11-06,绝反,56.970001220703125,2.0,1.0,bear,4.449595138499851,23.714343705686993,5.66963986151463,-3.3981445999746063,25.713250662840913,44.44848196812041,-12.302381624457981,4.0,8.0,True,juefan
MRNA,2024-11-18,绝反,39.5099983215332,5.0,1.0,bear,-18.29609754295619,12.25093028298787,9.474228898114001,4.7949552431417075,-8.085873301836955,21.899981080984855,-7.54596050584484,14.0,3.0,False,juefan
MRNA,2024-11-22,B买,41.11000061035156,2.0,1.0,bear,-17.480578442870232,2.930228654728384,6.162794246230008,-7.930232203283971,-21.162787149118824,10.262786510378819,-12.93023575183957,10.0,18.0,True,bear/crash-recovery
AAOI,2024-12-05,S卖,34.47999954223633,1.0,7.0,bull,53.93319131285024,-11.882511808499551,-13.51135185636203,-9.399199962759596,-58.477970964093664,10.253671760637072,-16.341790960094606,1.0,8.0,False,major-top
TSLA,2024-12-18,S卖,440.1300048828125,0.0,7.0,bull,21.07133325241568,0.49791979633697636,-9.170576700368283,-6.154288142447428,-47.80472734758027,2.9764498415771223,-17.447108853231175,5.0,9.0,False,major-top
SNOW,2024-12-23,S卖,161.44000244140625,0.0,2.0,bull,17.04821636753455,-4.567366656528716,-0.4758987997142472,7.6143336421870655,0.8467213172729471,9.888751358602764,-5.364652515979051,19.0,4.0,False,major-top
MRNA,2024-12-31,B买,41.58000183105469,3.0,1.0,bear,-15.793447167409235,2.298572010590405,-20.000005423740085,-6.587683752924411,-32.81990552387137,15.924164181313106,-24.312796311350525,4.0,7.0,True,bear/crash-recovery
TQQQ,2024-12-31,S卖,39.0847282409668,1.0,2.0,bull,7.979545826894352,0.1738223102016434,-1.6265310696494617,2.7067139615314817,-28.645338157553535,10.392343179811792,-8.939678490609237,13.0,7.0,True,major-top
NFLX,2025-01-02,S卖,88.6729965209961,0.0,1.0,bull,9.179159777140367,-6.207389884912862,-3.9221679291917555,9.607776373232003,3.946786869511243,11.853814748368286,-7.793944765758731,12.0,7.0,True,major-top
NVDA,2025-01-03,B买,144.47000122070312,1.0,2.0,bull,4.159460540120108,-10.337170057816836,-5.222420551912432,-20.14940140649091,-25.688134537770292,3.0553931333290985,-23.945080475506554,2.0,19.0,True,stage
MRNA,2025-01-13,绝反,35.150001525878906,1.0,2.0,bear,-13.617132921522712,2.1052569890351647,27.852053131839185,-12.005692852093286,-24.12518088609933,29.16073842117337,-12.660030070448725,8.0,20.0,True,juefan
TEM,2025-01-15,绝反,34.91999816894531,2.0,1.0,bear,-9.505111032622192,53.1843612326587,59.74860292037458,133.93855247153493,17.6536308086892,140.22346880659114,-8.100552438502662,20.0,1.0,False,juefan
YINN,2025-01-24,B买,29.790000915527344,1.0,1.0,bull,-12.425141238235804,1.8252915918254065,9.745755651981236,31.71447016118463,1.7275057823498807,53.03129170770864,-4.595827357844707,19.0,6.0,False,stage
NVDA,2025-01-28,绝反,128.99000549316406,2.0,2.0,bull,0.6561358064571587,-6.205532390609559,4.980239566606959,3.778655161499511,-15.865612406975671,13.391306277791504,-10.664029931833607,14.0,4.0,False,juefan
MRNA,2025-02-14,绝反,32.9900016784668,4.0,1.0,bear,-10.27239814071611,2.571867801634342,-8.41149423138119,5.022692543819107,-22.87443158989545,15.340392774166812,-11.195155646000243,18.0,11.0,False,juefan
YINN,2025-02-24,S卖,40.40999984741211,0.0,4.0,bull,5.1626704377769395,-8.365105810576823,1.8350821605442214,6.839854168738713,-7.411822398019119,26.596759034587002,-9.72354171920664,16.0,5.0,True,major-top
SNOW,2025-02-27,B买,173.69000244140625,5.0,1.0,bull,9.95007160110295,-9.190256159262622,-12.904724237499599,-8.748475939400535,16.287859368300506,5.185141098785384,-15.131081185841111,2.0,8.0,True,base-bull
AAOI,2025-03-12,绝反,17.299999237060547,4.0,1.0,bear,-13.161594924917331,24.95564371043042,15.257243920678665,-17.97752802652015,-0.47309239756319066,40.153760950899596,-41.18864704575267,3.0,18.0,True,juefan
TSLA,2025-03-12,绝反,248.08999633789065,4.0,1.0,bear,-4.520881972197122,-4.94499013863956,9.644135011839051,9.70056295109758,18.945717503139935,17.619796219869222,-13.654134613350543,11.0,18.0,False,juefan
AAOI,2025-03-14,B买,22.11000061035156,4.0,1.0,bull,-14.602853278689897,-8.323982745962388,-26.497647417894143,-49.38299389631315,-26.228401854951123,6.349566637720505,-55.37357072955464,1.0,16.0,True,base-bull
NFLX,2025-03-17,B买,95.0019989013672,1.0,1.0,bull,2.145479564099051,3.4031888271899957,-0.7946826042012911,-0.9276613276055556,29.77446698127908,6.244683772959614,-12.648935520902594,6.0,15.0,True,stage
MSFT,2025-03-21,B买,391.260009765625,2.0,1.0,bear,-3.6599044188771135,-4.198281830996075,-8.993423901747288,-9.175518295226626,20.900358099163906,0.24278995192130726,-12.799693002729828,2.0,11.0,True,bear/crash-recovery
TSLA,2025-03-24,B买,278.3900146484375,1.0,1.0,bear,-11.621313091106622,-8.617772184562478,-17.73977846778303,-16.08956413990953,13.557821178402474,2.9090267357006594,-24.453457197106854,3.0,10.0,True,bear/crash-recovery
AAOI,2025-04-07,绝反,11.229999542236328,3.0,1.0,bear,-20.23061699191595,-6.755073425020441,-9.241606381247303,15.540821095829926,137.54662945874375,27.89059960071356,-19.51097571280338,18.0,9.0,False,juefan
NVDA,2025-04-07,绝反,97.63999938964844,3.0,1.0,bear,-6.2480693383679675,6.646760127303053,-4.739426148399939,9.372896239056017,53.49195654103922,11.164631769443357,-9.006838160114262,18.0,1.0,False,juefan
TQQQ,2025-04-07,绝反,20.434749603271484,3.0,1.0,bear,-10.55031213984251,9.275163436490486,-0.727033772955632,25.005508134069785,87.37030685654372,32.60629122425247,-18.263937050014476,18.0,1.0,False,juefan
NVDA,2025-04-09,B买,114.33000183105467,3.0,1.0,bear,-6.3977035745525495,-4.461922611559077,-2.688125050356316,7.3146199132284595,46.29239826456912,8.512386691774765,-13.102314593754116,20.0,7.0,False,bear/crash-recovery
SNOW,2025-04-09,B买,151.14999389648438,2.0,1.0,bull,-2.3365370882966863,-1.4637424411098277,7.0219248985560645,17.349073336056065,50.75885328836425,19.001685105528043,-8.68195763727867,20.0,7.0,False,stage
TQQQ,2025-04-09,B买,26.062355041503903,6.0,1.0,bear,-10.82710997234162,-6.963839311646536,7.1076444259606575,21.425650929638685,71.04029338525011,24.71241889107496,-17.337708603803193,20.0,7.0,False,bear/crash-recovery
YINN,2025-04-09,绝反,26.799999237060547,4.0,1.0,bear,13.626062016388119,4.200151793747198,20.416370457551224,28.780129299850476,48.13733607198325,34.66033623812741,-7.706350502838555,18.0,1.0,False,juefan
YINN,2025-04-14,B买,31.1200008392334,1.0,0.0,bull,10.912883090414315,1.134149278025931,4.2449693217256,21.289693988600924,29.001946163077207,25.30783345472132,-10.1425826513604,19.0,4.0,False,bear/crash-recovery
TEM,2025-04-23,B买,49.54999923706055,2.0,1.0,bear,3.2763477059146506,2.5198345329698,16.58729472728624,15.357138153647231,15.099199534243635,42.79761714639763,-3.351196308705273,15.0,10.0,False,bear/crash-recovery
AAOI,2025-04-24,B买,12.789999961853027,2.0,1.0,bear,-24.884164724556022,16.561015622349196,16.957213650782442,39.54041814614024,108.79556751519246,67.6703648121681,-5.982568314480385,13.0,4.0,False,bear/crash-recovery
MRNA,2025-04-24,B买,27.38999938964844,1.0,0.0,bear,-12.279003348973895,0.7830014698390064,-9.097690387105018,-0.37285750412974217,22.035793865249875,12.97538993972438,-13.665171699781897,18.0,15.0,True,bear/crash-recovery
TSLA,2025-06-12,S卖,319.1099853515625,1.0,0.0,bull,6.923056602422273,2.6085302447889314,3.076728230261372,0.9332078429115986,10.510558292734107,13.877124296850107,-8.026248402412516,6.0,15.0,True,major-top
TEM,2025-07-16,B买,59.970001220703125,4.0,1.0,bull,9.652237533497132,6.660087396148939,-4.9333990005756885,14.504186286699984,63.26261558497952,18.1549035545312,-12.201943456790632,20.0,12.0,False,base-bull
SNOW,2025-07-23,S卖,212.55999755859375,1.0,1.0,bull,13.659839402073072,2.689853349596305,-1.850730186176286,-9.188379077810282,11.910868353942195,6.880802826720833,-12.358395965550727,6.0,14.0,False,major-top
AAOI,2025-07-25,S卖,27.1299991607666,2.0,1.0,bull,32.48106301006288,-21.73754813697939,-21.51944757193689,-9.887311125860531,24.100323902600284,0.2908030644873216,-27.717193517122418,1.0,11.0,False,major-top
MRNA,2025-08-01,S卖,27.604999542236328,1.0,2.0,bear,7.406941660122124,-6.764228419420371,0.01785139469636654,-14.010349179271586,-4.836693099258127,2.0881706391806754,-14.902728281347798,1.0,20.0,False,bear-rally
NFLX,2025-08-08,B买,121.16400146484376,1.0,1.0,bull,3.014110415308968,2.0543452248679595,-0.7710024061931553,2.5329255306847376,-9.383776245152164,4.37310900668364,-2.570820810503993,19.0,16.0,False,stage
TQQQ,2025-08-22,S卖,44.898475646972656,2.0,1.0,bull,11.350767878814171,-0.2901287907499994,3.9165235145550925,16.84890718126242,13.978519075091134,17.250603871615876,-5.991971470584123,20.0,6.0,True,major-top
AAOI,2025-09-10,B买,27.719999313354492,5.0,1.0,bull,10.093429812693767,7.751367101702544,-2.4131621141010084,17.806218542259835,-4.05850308910275,26.581347162761414,-9.360144169053985,19.0,11.0,False,base-bull
MRNA,2025-09-22,B买,26.559999465942383,1.0,1.0,bear,-2.4066853690884127,-5.202093657815798,3.068868350468179,1.9461095476292822,11.863773045494064,10.217071555913272,-10.516465337399772,12.0,4.0,False,bear/crash-recovery
GOOGL,2025-10-10,S卖,236.57000732421875,0.0,2.0,bull,12.082388217815065,5.449396766173509,8.205322910358737,16.077589933379286,34.04104824403238,21.389612500709077,-0.2081511952146009,14.0,1.0,True,major-top
YINN,2025-10-10,S卖,43.41999816894531,1.0,2.0,bull,9.399726900899541,1.7065550631512938,5.619148399188667,0.1664970495836915,-5.0364166646620685,10.780437851038482,-5.494275612000898,13.0,2.0,True,major-top
TEM,2025-10-30,S卖,86.2699966430664,0.0,3.0,bull,14.962178961830318,-18.005007007206796,-22.725200345370688,-11.362600172685344,-26.558233576452317,2.9686085813334984,-26.979073833831578,2.0,13.0,False,major-top
MRNA,2025-11-11,B买,26.40999984741211,1.0,0.0,bear,-4.1515736010058095,-4.392865660092992,-5.045081554245057,11.375407987096331,60.943793989667604,11.720699185039308,-14.521387952655019,20.0,8.0,False,bear/crash-recovery
TQQQ,2025-11-17,S卖,50.74430084228515,1.0,2.0,bull,7.339064930016148,2.190659707322906,10.633192569366233,4.691414799770155,-2.8790714460685707,14.214267582395546,-9.492849909200519,16.0,4.0,True,major-top
AAOI,2025-11-21,绝反,20.579999923706055,3.0,1.0,bear,5.640011324200178,27.48679177077573,33.78183982248917,87.86642106688159,148.3421510402016,90.29312585485837,-0.8649702537012027,20.0,1.0,False,juefan
MRNA,2025-11-21,绝反,23.719999313354492,4.0,1.0,bear,-1.9206299800512916,1.6835000617720919,17.718851194938658,46.88552689261203,109.89056587324657,51.094281060822986,-0.9048827883702759,20.0,1.0,False,juefan
SNOW,2025-11-21,S卖,234.02999877929688,1.0,2.0,bull,9.250094051102487,6.015987898759434,-5.212452481581764,-4.568784497172807,-27.4295320931111,12.835504795348962,-10.849808000522799,6.0,15.0,False,major-top
AAOI,2025-12-12,S卖,32.060001373291016,1.0,7.0,bull,0.22034529200207764,-7.007127639452215,9.115200911540477,1.4845605566196074,215.2909782637011,24.58431919320512,-20.42755643044917,7.0,3.0,True,major-top
YINN,2025-12-19,B买,43.939998626708984,2.0,0.0,bull,-3.954755067225868,-1.0502262385507888,9.703196516049118,3.744290909166925,-22.077621774849764,15.205479368540441,-3.378994447525141,14.0,7.0,False,stage
TEM,2026-01-02,绝反,62.36000061035156,5.0,1.0,bear,-7.092752135628533,3.127909181476163,9.445999833544816,-8.885780749064997,-29.629630069359102,18.783067683745113,-10.504207267823206,6.0,20.0,True,juefan
SNOW,2026-01-05,B买,224.36000061035156,4.0,1.0,bull,-0.9051226242072552,-2.314856417163247,-8.554320747730737,-23.17516386112458,-32.0975631409368,4.793790491615857,-25.068295768517878,3.0,20.0,True,stage
TSLA,2026-01-05,S卖,451.6700134277344,2.0,1.0,bull,2.7508683749134955,0.5779798700757066,-6.07778228998741,-5.470678157760522,-14.58846597178638,1.774269192957112,-7.3233572480443705,5.0,20.0,False,major-top
MRNA,2026-01-06,B买,35.65999984741211,4.0,1.0,bull,6.418802667755985,14.782604272814769,44.37681557475657,23.971015819604837,42.608697863592624,60.0000022114187,-6.173916139464453,11.0,4.0,False,base-bull
AAOI,2026-01-28,B买,45.22999954223633,4.0,1.0,bull,4.97123767963743,-7.0579985039775694,12.741675242997008,25.064053680511943,277.75447709324516,38.01537288332286,-13.771252519806144,19.0,6.0,False,base-bull
SNOW,2026-02-10,B买,182.5800018310547,2.0,0.0,bear,-8.994931650366954,-6.140727024339377,-9.802771210732807,-4.355017676932393,-18.059703507748214,0.47974086737918586,-17.577294792474774,1.0,9.0,True,bear/crash-recovery
TSLA,2026-02-10,B买,425.2099914550781,1.0,0.0,bull,-1.3496409613157123,-3.888210221306654,-2.4675198077954485,-4.706043680013828,-3.778386585899718,1.9604670567244353,-10.87952109735497,1.0,18.0,True,stage
TEM,2026-02-19,B买,59.959999084472656,2.0,1.0,bear,-8.81175190604181,-10.455722542055524,-14.269556688169649,-21.23464635235608,-29.007757681162204,0.193921993880819,-24.434393157069422,1.0,20.0,True,bear/crash-recovery
YINN,2026-02-20,绝反,42.7400016784668,3.0,1.0,bear,-2.917412798521113,-12.664355379497716,-23.0680515616852,-27.981544608376208,-24.821219608477406,0.8535242436119361,-28.4659715792284,1.0,20.0,True,juefan
NFLX,2026-02-25,绝反,82.69999694824219,2.0,1.0,bear,-10.090616504542105,18.58173952035682,14.050484218981962,10.913464139551898,7.3317383741136055,20.4206804283098,-0.4807619124471918,6.0,1.0,False,juefan
SNOW,2026-02-25,绝反,169.2100067138672,3.0,1.0,bear,-11.60775109237031,-5.705003247751628,0.5548028585687037,-9.992155114943724,-7.229325811912258,3.530600182448751,-12.088100778468448,11.0,4.0,True,juefan
GOOGL,2026-03-09,B买,306.3599853515625,3.0,0.0,bull,0.41491257295378503,-0.19924089309438786,-1.342396606096996,-0.23190447839982475,17.251845213479,2.057676296393973,-11.12454733723004,7.0,15.0,True,stage
YINN,2026-03-16,B买,36.15999984741211,1.0,1.0,bear,-5.418872068883518,-13.30787427622695,-16.93482245584542,-3.463312534719265,-22.25251799159872,0.35451615654926716,-18.380142351568008,1.0,9.0,True,bear/crash-recovery
MRNA,2026-03-27,S卖,49.560001373291016,1.0,4.0,bull,20.253727047721327,-1.8218395434250745,2.0231526593873506,-1.962754884943585,21.630597074812542,13.135383243269105,-5.10317038016348,16.0,1.0,False,major-top
NVDA,2026-04-06,B买,177.63999938964844,1.0,0.0,bear,-1.0832584739514095,7.7277654135437635,14.983214289652679,12.945997014233557,12.433851155037301,23.388156320927255,-1.1779389493863701,15.0,1.0,False,bear/crash-recovery
TQQQ,2026-04-08,B买,47.88973617553711,1.0,1.0,bear,-5.932602195525128,15.889211893137345,25.385249749242323,49.0420670445302,59.50843446585834,49.22949721616059,-1.4785486832661343,20.0,1.0,False,bear/crash-recovery
MSFT,2026-04-13,B买,384.3699951171875,1.0,1.0,bear,-7.863841209582823,7.772219234082112,9.512268668592005,6.3776008914228965,-0.9177221986344075,11.801401627819153,-0.36090543555400423,7.0,1.0,False,bear/crash-recovery
SNOW,2026-04-13,绝反,134.24000549316406,6.0,1.0,bear,-11.130087598673732,10.374173934742315,5.832719567308664,11.151868384383112,96.2509055357833,15.187084728370603,-2.4064553968141444,18.0,13.0,False,juefan
TEM,2026-04-14,B买,49.529998779296875,2.0,1.0,bear,-10.362271873618823,9.533273480087434,1.4895730342186386,-6.752726542641652,15.650449467571281,15.273093693058915,-9.18570037768156,2.0,20.0,True,bear/crash-recovery
SNOW,2026-04-15,B买,144.47999572753906,1.0,0.0,bear,-11.645054588543768,4.122885691134992,-5.481562305511978,1.9811199936599522,79.80723332557848,5.07997868406147,-10.969813926726356,16.0,11.0,False,bear/crash-recovery
NFLX,2026-04-17,S卖,97.30999755859376,1.0,7.0,bear,2.7544138067199686,-4.838374488133923,-5.229567493281262,-10.417956362124968,-24.15070952427104,0.47354240000301306,-12.394483211012219,1.0,16.0,False,bear-rally
TSLA,2026-04-17,B买,400.6199951171875,2.0,1.0,bull,-6.443140705296413,-6.527894991267658,-2.9211534701901853,4.883502488413005,-2.0169892662386224,12.623580162770033,-9.578220190951292,18.0,6.0,False,stage
GOOGL,2026-06-01,S卖,376.3699951171875,0.0,2.0,bull,8.458740431058853,-0.8947322109340017,0.7528873655027635,-2.515071691210291,-6.707765237332253,2.566901376500197,-9.926616791069842,11.0,18.0,False,major-top
TSLA,2026-06-05,S卖,391.0,1.0,2.0,bear,1.5543574766066603,2.5483830256871176,2.2001870956370517,1.6577113886942385,-10.153153078927513,9.217066590200119,-6.996689982652571,17.0,14.0,False,bear-rally
NVDA,2026-06-08,S卖,208.63999938964844,1.0,1.0,bull,5.917659471071923,0.8688642453136941,-5.023265633050677,-3.0861267451760432,,1.6000429465880206,-9.885097591919322,9.0,14.0,False,major-top
MSFT,2026-06-09,S卖,403.4100036621094,0.0,2.0,bear,1.8091804938280331,-1.1842934049103304,-8.302596249251303,-3.560407195088755,,1.6284082174716996,-12.382380403326687,1.0,11.0,False,bear-rally
TQQQ,2026-06-09,S卖,73.55065155029297,1.0,2.0,bull,19.30922341016259,11.509493993250919,2.4955000111159586,6.746327008661979,,18.73605610405573,-3.7388396955437386,8.0,1.0,True,major-top
MSFT,2026-06-26,绝反,372.9700012207031,5.0,1.0,bear,0.9084955659734995,2.4476795322847744,3.57350734685431,3.0728492989445355,,7.5470172806291425,-4.662253272454475,13.0,1.0,False,juefan
SNOW,2026-06-26,B买,248.9600067138672,5.0,1.0,bull,14.944145393976726,4.434965463127893,7.0489268048141485,8.750400911052324,,11.3683386823608,-1.9724306959694404,16.0,2.0,False,base-bull
MSFT,2026-07-02,B买,390.489990234375,1.0,0.0,bear,0.4218022684154832,-0.5012408016162762,1.7517565702797055,20.070274638484896,,20.61802036770748,-3.5371026610075407,20.0,4.0,False,bear/crash-recovery
NFLX,2026-07-02,B买,77.6500015258789,1.0,1.0,bear,-6.254635708217182,-4.813179808433709,-10.547489218580964,-6.966791150773577,,1.4400630305957618,-15.56824041896342,2.0,10.0,True,bear/crash-recovery
NFLX,2026-07-17,绝反,68.94999694824219,1.0,3.0,bear,-8.970917537539991,2.5907445125479045,4.961942922703577,14.402816175701204,,15.237124866231543,-2.3858273722174084,20.0,1.0,False,juefan
MRNA,2026-07-20,S卖,59.4900016784668,0.0,1.0,bull,10.88919989352588,-6.519908188291823,-7.343302058712242,8.317931276345437,,10.10755062005979,-11.510668236134835,20.0,10.0,True,major-top
TEM,2026-07-21,S卖,48.97999954223633,1.0,2.0,bear,4.830087430609176,-11.235257809749777,-2.6484637812938527,2.1311788542806243,,18.001234468507633,-15.64246034940826,16.0,5.0,True,bear-rally
AAOI,2026-07-30,B买,90.11000061035156,5.0,1.0,bull,-8.582051727033068,24.09590720704935,29.950053760174967,13.166833672413315,,60.82917876845413,-11.95804335980858,12.0,2.0,False,base-bull
AAOI,2026-07-30,绝反,90.11000061035156,5.0,1.0,bull,-8.582051727033068,24.09590720704935,29.950053760174967,13.166833672413315,,60.82917876845413,-11.95804335980858,12.0,2.0,False,juefan
GOOGL,2026-07-31,B买,356.1300048828125,2.0,1.0,bull,0.24926353001160084,-3.0510395516818223,-5.34957385621091,-5.160764875951429,,5.207278189531461,-7.3690032272056065,3.0,19.0,False,stage
TQQQ,2026-08-04,B买,74.81999969482422,1.0,0.0,bull,3.9690495824528993,-3.372573774862131,-4.0735376354870905,-8.543842127132894,,3.028701093825714,-10.157386910699662,9.0,14.0,True,stage
YINN,2026-08-04,S卖,31.90999984741211,0.0,5.0,bear,-7.193996914295841,-6.353163739491463,-11.149174262400797,,,,,,,False,bear-rally
AAOI,2026-08-18,S卖,131.41000366210938,0.0,5.0,bull,-11.455885449138659,-16.709608802181187,-23.89400460470584,,,,,,,False,major-top
TEM,2026-08-19,B买,61.25,5.0,1.0,bull,-0.2979964079335984,10.755298930848301,,,,,,,,False,base-bull
NVDA,2026-08-27,B买,227.97999572753903,5.0,1.0,bull,-0.12199185383074962,,,,,,,,,False,base-bull
