case,rule,mode,symbol,total,cagr,mdd,sharpe,calmar,exposure
year2022,P-confirm5-v5profit50,carry_mark,TQQQ,-1.6549424926049605,-1.6680709933923676,23.946790846329858,0.09770549985637408,-0.06965739184413598,0.124
year2022,P-confirm5-v5profit50,carry_mark,MSFT,6.13368659278426,6.18424314935746,11.964166017531097,0.5224554782563835,0.5168971360223259,0.332
year2022,P-confirm5-v5profit50,carry_mark,NFLX,42.92029558488613,43.3291934449352,13.48855227367033,1.55935873402228,3.212293844871242,0.42
year2022,P-confirm5-v5profit50,carry_mark,YINN,-33.659987379670085,-33.87742556071862,52.27887767047341,-0.43184892882976433,-0.6480136351483355,0.184
year2022,P-confirm5-v5profit50,carry_mark,SNOW,-7.013794630456482,-7.067873834222283,23.371141357351267,-0.04441163390833423,-0.30241885606494445,0.292
year2022,P-confirm5-v5profit50,carry_mark,TSLA,4.2998037858773985,4.334937287399532,31.709273405746053,0.2901885658751261,0.1367088180145432,0.12
year2022,P-confirm5-v5profit50,carry_mark,MRNA,-0.9872203806873814,-0.9950787187836374,15.082581000414352,0.05407410653797663,-0.06597536050071937,0.076
year2022,P-confirm5-v5profit50,carry_mark,NVDA,-1.509372585492097,-1.5213552469898417,6.050628223642363,-0.2539085468489005,-0.25143756825865843,0.02
year2022,P-confirm5-v5profit50,carry_mark,GOOGL,0.0,0.0,0.0,,,0.0
year2022,P-confirm5-v5profit50,carry_mark,AAOI,219.340805165383,222.32088830788342,19.903843949532295,2.0883493370257407,11.169746350081667,0.268
year2023,v5,reset_liquidate,TQQQ,34.484856246253905,34.64369644309202,21.55565677467498,1.1913269187364641,1.6071742468915973,0.3187250996015936
year2023,v5,reset_liquidate,MSFT,-1.8869667723366068,-1.8944129061223558,2.7597664514391607,-0.7344009240740443,-0.6864395735858224,0.027888446215139442
year2023,v5,reset_liquidate,NFLX,65.15162887570393,65.48206080096656,13.445881433538975,2.067493486955232,4.870045978364067,0.8366533864541833
year2023,v5,reset_liquidate,YINN,-34.743086319102105,-34.853964695834314,45.152119680501045,-0.9537540003970147,-0.7719231110845503,0.2350597609561753
year2023,v5,reset_liquidate,SNOW,-0.1878367020968108,-0.18858434940981494,22.801376053637835,0.1275158781269511,-0.008270744229040833,0.44621513944223107
year2023,v5,reset_liquidate,TSLA,25.857655483408216,25.973026717928093,10.52032427620736,1.1174852387074796,2.4688427881133266,0.199203187250996
year2023,v5,reset_liquidate,MRNA,19.353229491906674,19.43738521155547,24.35672919985471,0.7665698084209668,0.798029368067672,0.26693227091633465
year2023,v5,reset_liquidate,NVDA,0.0,0.0,0.0,,,0.0
year2023,v5,reset_liquidate,GOOGL,16.370420922658834,16.440731837048194,17.203682733384127,0.895576899459803,0.9556518852294683,0.450199203187251
year2023,v5,reset_liquidate,AAOI,-20.79197072559088,-20.86549354799744,31.88860136828452,-0.3823087214272844,-0.6543245126062397,0.23904382470119523
year2023,v5,reset_mark,TQQQ,34.61947572197588,34.77901215377843,21.55565677467498,1.1952192201845118,1.6134517503841093,0.3187250996015936
year2023,v5,reset_mark,MSFT,-1.7887555278644718,-1.795817668538946,2.6624288803194784,-0.7045129866327187,-0.67450352639033,0.027888446215139442
year2023,v5,reset_mark,NFLX,65.31694582152548,65.6483687920176,13.445881433538975,2.0713680168551014,4.882414672218247,0.8366533864541833
year2023,v5,reset_mark,YINN,-34.677764083185295,-34.78849351301284,45.152119680501045,-0.951324161302673,-0.770473097590505,0.2350597609561753
